"ID.","Balance","Qual_miles","cc1_miles","cc2_miles","cc3_miles","Bonus_miles","Bonus_trans","Flight_miles_12mo","Flight_trans_12","Days_since_enroll","Award."
1026,9489,0,2500,2500,2500,5359,14,0,0,5807,1
1027,57587,0,2500,2500,2500,2620,6,0,0,5799,1
1028,131306,0,17500,2500,2500,32115,15,0,0,5797,0
1029,39985,0,17500,2500,2500,15103,21,0,0,5794,0
1030,71627,0,2500,2500,2500,3225,9,600,2,5793,0
1031,161396,0,17500,2500,2500,26695,11,1000,2,5792,0
1032,81300,0,2500,2500,2500,3750,5,250,3,5791,0
1033,66015,0,7500,2500,2500,26706,30,2676,7,5790,1
1034,7800,0,2500,2500,2500,200,1,0,0,5787,0
1035,27348,0,2500,2500,2500,3084,4,0,0,5824,0
1036,153554,0,2500,2500,2500,11786,6,1750,4,5784,1
1037,42990,0,2500,2500,2500,5345,3,0,0,5804,0
1038,16664,0,2500,2500,2500,0,0,0,0,5778,1
1039,37618,0,17500,2500,2500,17385,7,0,0,5818,0
1040,53384,0,17500,2500,2500,16907,12,0,0,5778,0
1041,43326,0,2500,2500,2500,1100,7,1100,7,5776,0
1042,113683,0,17500,2500,2500,11821,12,0,0,5773,0
1043,77930,0,32500,2500,2500,37541,35,3600,18,5773,1
1044,27625,0,17500,2500,2500,27799,16,500,1,5772,1
1045,33835,0,2500,2500,2500,2280,7,1000,2,5771,0
1046,170049,3692,7500,2500,2500,10232,16,750,2,5770,0
1047,154664,0,32500,2500,17500,73881,33,0,0,5769,0
1048,36935,0,32500,2500,2500,34448,17,0,0,5766,1
1049,67904,0,2500,2500,2500,81,1,0,0,5764,0
1050,57434,0,7500,2500,2500,11140,16,0,0,5770,1
1051,11031,0,2500,2500,2500,1600,5,0,0,5762,0
1052,78268,0,2500,2500,2500,6172,13,500,1,5758,0
1053,98213,0,50000,2500,2500,68013,29,0,0,5755,1
1054,9430,0,17500,2500,2500,11323,13,0,0,5756,1
1055,5195,0,2500,2500,2500,33050,3,50,1,5755,1
1056,9793,0,2500,2500,2500,3100,2,0,0,5755,0
1057,34690,0,17500,2500,2500,18124,14,0,0,5752,1
1058,138368,0,50000,2500,2500,68663,13,0,0,5755,0
1059,63547,0,32500,2500,2500,31745,14,0,0,5748,0
1060,217130,0,32500,2500,2500,51202,20,0,0,5745,0
1061,14106,0,2500,2500,2500,475,4,0,0,5749,0
1062,44026,0,7500,2500,2500,12282,18,634,1,5738,0
1063,62183,1896,32500,2500,2500,38635,18,0,0,5738,1
1064,165534,0,50000,2500,2500,71312,18,1000,2,5736,1
1065,45358,0,17500,2500,2500,14507,9,0,0,5735,0
1066,72325,0,50000,2500,2500,56792,16,0,0,5731,1
1067,190285,0,50000,2500,2500,69262,16,348,1,5728,0
1068,235567,0,17500,2500,2500,16106,15,0,0,5728,0
1069,305519,0,50000,2500,2500,79216,27,650,3,5724,1
1070,161546,0,2500,2500,2500,8042,6,600,2,5722,0
1071,38884,0,2500,2500,2500,2850,13,500,1,5729,0
1072,42040,1000,2500,2500,2500,14189,17,4034,13,5717,1
1073,96988,0,7500,2500,2500,7761,14,0,0,5715,0
1074,24394,0,2500,2500,2500,3250,3,250,1,5713,1
1075,354641,0,50000,2500,2500,77694,29,3600,9,5710,1
1076,39313,0,17500,2500,2500,24091,16,0,0,5706,1
1077,468,0,2500,2500,2500,26650,14,550,3,5708,1
1078,146014,0,32500,2500,2500,26366,17,700,3,5822,0
1079,42999,0,32500,2500,2500,33801,12,350,1,5653,1
1080,37163,0,17500,2500,2500,19318,14,0,0,4988,0
1081,6158,0,32500,2500,2500,27754,14,0,0,5546,1
1082,108904,0,17500,2500,2500,19931,17,0,0,5255,0
1083,25168,0,2500,2500,2500,500,1,500,1,5547,0
1084,68454,0,17500,2500,2500,13667,12,0,0,5559,0
1085,70877,0,7500,2500,2500,8956,15,0,0,5696,0
1086,1057,0,2500,2500,2500,433,5,0,0,5622,0
1087,35342,0,50000,2500,2500,70454,12,0,0,5534,1
1088,16992,0,2500,2500,2500,0,0,0,0,5582,0
1089,2558,0,2500,2500,2500,6264,10,0,0,5581,1
1090,196093,0,2500,2500,2500,14000,3,0,0,5595,1
1092,269558,0,2500,2500,2500,10000,1,0,0,5472,1
1093,88500,0,2500,2500,2500,2500,2,0,0,5090,0
1094,8719,0,2500,2500,2500,2000,9,0,0,5671,0
1095,36936,0,2500,2500,2500,2875,16,0,0,5492,1
1096,427357,0,7500,2500,2500,6027,12,0,0,5587,1
1097,258422,0,32500,2500,2500,48708,17,0,0,5657,0
1098,75428,0,7500,2500,2500,7539,14,0,0,5609,0
1099,34383,0,17500,2500,2500,22956,12,0,0,5611,1
1100,82120,0,2500,2500,2500,8000,3,0,0,5619,0
1101,34546,0,2500,2500,2500,1500,2,0,0,5612,0
1102,92641,0,2500,2500,2500,5265,6,0,0,5568,0
1103,95100,0,2500,2500,2500,1250,3,1250,3,5671,0
1104,19960,0,2500,2500,2500,0,0,0,0,4896,0
1105,47150,0,32500,2500,2500,39561,18,0,0,5577,1
1106,1650,0,2500,2500,2500,1250,3,250,1,5554,1
1107,100992,0,2500,2500,2500,8144,16,409,2,5422,1
1108,68610,0,7500,2500,2500,6115,12,0,0,5349,1
1109,75684,0,7500,2500,2500,27320,9,0,0,5316,0
1110,42438,0,2500,2500,2500,519,10,0,0,5349,0
1111,17645,0,32500,2500,2500,60978,20,0,0,5660,1
1112,24545,0,2500,2500,2500,0,0,0,0,5671,0
1113,84633,0,17500,2500,2500,10771,10,0,0,5479,0
1114,103891,1388,50000,2500,2500,140573,21,1150,3,5699,1
1115,39847,0,50000,2500,2500,95918,38,150,1,5694,1
1116,47938,0,17500,2500,2500,12656,13,0,0,5708,0
1117,88929,0,32500,2500,2500,44932,20,650,2,5694,1
1118,129866,0,50000,2500,2500,66150,30,0,0,5692,0
1119,22585,0,2500,2500,2500,3430,3,0,0,5689,0
1120,47394,0,7500,2500,2500,31347,19,2150,5,5688,1
1121,73640,0,7500,2500,2500,10192,14,0,0,5156,0
1122,247743,0,32500,2500,2500,51296,20,500,1,5087,0
1123,295008,0,50000,2500,2500,136704,27,0,0,5028,1
1124,117543,4116,32500,2500,2500,32355,21,600,2,4954,0
1125,102803,0,50000,2500,2500,90605,20,0,0,5701,0
1126,89945,0,7500,2500,2500,14218,16,350,1,5680,0
1127,739476,0,2500,2500,2500,24215,8,322,1,5678,1
1128,69337,0,17500,2500,2500,17740,13,0,0,5667,0
1129,140866,0,17500,2500,2500,15906,17,0,0,5672,0
1130,25634,2505,2500,2500,2500,0,0,0,0,5663,0
1131,82078,0,32500,2500,2500,40279,9,0,0,5664,0
1132,33327,0,2500,2500,2500,1000,1,0,0,5664,0
1133,95783,0,17500,2500,2500,14506,13,0,0,5659,0
1134,27591,0,2500,2500,2500,8209,34,1800,16,5659,0
1135,82114,0,50000,2500,2500,58335,15,0,0,5658,1
1136,15917,2586,50000,2500,2500,105449,25,200,2,5653,1
1137,140511,0,32500,2500,2500,32105,16,0,0,5651,0
1138,375927,0,7500,2500,2500,18202,30,1100,3,5652,1
1139,28223,0,7500,2500,2500,8625,12,0,0,5651,0
1140,33129,0,17500,2500,2500,30775,14,500,1,5647,0
1141,1625,0,2500,2500,2500,1375,4,0,0,1547,0
1142,52819,0,32500,2500,2500,37535,15,1000,2,5645,1
1143,3507,1745,2500,2500,2500,14500,7,0,0,5643,1
1144,14769,0,2500,2500,2500,500,1,0,0,5639,0
1145,37215,0,7500,2500,2500,8199,8,0,0,5637,0
1146,115655,0,32500,2500,2500,64968,21,500,1,5631,1
1147,179251,0,17500,2500,2500,14775,16,200,2,5629,1
1148,24418,0,7500,2500,2500,12533,13,0,0,5626,1
1149,34562,0,2500,2500,2500,1770,9,250,3,5622,0
1150,144570,0,32500,2500,2500,49052,15,0,0,5617,1
1151,24813,0,2500,2500,2500,4066,10,0,0,5225,0
1152,48803,0,50000,2500,2500,72129,14,0,0,5107,1
1153,22116,0,17500,2500,2500,20809,14,0,0,5463,1
1154,8516,0,2500,2500,2500,0,0,0,0,5566,0
1155,36079,0,17500,2500,2500,22506,22,150,1,5323,0
1156,16872,0,2500,2500,2500,28964,7,0,0,5479,1
1157,62895,0,2500,2500,2500,8500,4,0,0,5520,1
1158,7383,0,2500,2500,2500,7225,11,2750,7,5238,1
1159,2261,0,2500,2500,2500,15062,2,0,0,5556,1
1160,66950,0,2500,2500,2500,17303,20,2000,8,5464,1
1161,84856,0,2500,7500,2500,6894,13,0,0,5547,0
1162,71128,2919,2500,2500,2500,17950,17,4450,11,5162,1
1163,39654,0,2500,2500,2500,1625,6,0,0,5518,0
1164,25214,0,2500,2500,2500,1000,1,0,0,5598,0
1165,48775,0,17500,2500,2500,17494,15,0,0,5588,0
1166,81952,0,50000,2500,2500,64754,22,0,0,5427,1
1167,46535,0,17500,2500,2500,25891,14,150,1,5399,1
1168,23130,0,2500,2500,2500,5032,10,0,0,5500,0
1169,100443,0,17500,2500,2500,12744,21,0,0,5492,0
1170,139664,0,50000,2500,2500,63706,14,0,0,5505,0
1171,31769,0,2500,2500,2500,0,0,0,0,5464,0
1172,60170,0,17500,2500,2500,17235,14,0,0,5351,1
1173,33373,0,2500,2500,2500,0,0,0,0,5427,0
1174,59385,0,17500,2500,2500,22914,11,0,0,5476,0
1175,210040,0,50000,2500,2500,77333,39,0,0,5517,0
1176,23379,0,7500,2500,2500,11712,25,0,0,5499,1
1177,22372,0,17500,2500,2500,14766,12,0,0,4950,0
1178,23120,0,2500,2500,2500,4231,7,0,0,5615,0
1179,46157,0,2500,2500,2500,1625,3,500,1,5609,0
1180,94896,0,32500,2500,2500,38127,15,500,1,5602,1
1181,12091,0,32500,2500,2500,29271,15,0,0,5609,1
1182,56451,0,7500,2500,2500,9302,11,0,0,5597,1
1183,106309,0,17500,2500,2500,21873,22,1200,4,5594,1
1184,121853,0,17500,2500,2500,18120,18,2000,4,5589,0
1185,4137,0,17500,2500,2500,15891,19,0,0,5588,1
1186,21676,0,17500,2500,2500,15392,15,100,1,5584,1
1187,36644,0,17500,2500,2500,14506,13,0,0,5583,0
1188,77102,0,17500,2500,2500,13175,20,1850,6,5581,0
1189,32214,11148,17500,2500,2500,12717,10,0,0,5576,1
1190,42351,0,32500,2500,2500,28959,14,0,0,5594,0
1191,34450,0,2500,2500,2500,26996,7,0,0,5566,0
1192,4151,0,2500,2500,2500,375,3,0,0,5570,0
1193,60646,888,50000,2500,2500,57011,18,50,1,5559,1
1194,44331,0,2500,2500,2500,2850,3,350,1,5555,1
1195,76742,0,17500,2500,2500,17910,13,0,0,5547,0
1196,27993,0,2500,2500,2500,6000,3,0,0,5542,0
1197,67770,0,17500,2500,2500,23960,15,0,0,5539,0
1198,30554,0,32500,2500,2500,38243,25,0,0,5324,1
1199,123646,0,2500,2500,2500,12450,30,2450,29,5069,1
1200,837979,0,2500,2500,2500,18372,15,1450,4,5373,1
1201,6584,0,2500,2500,2500,0,0,0,0,5118,0
1202,17489,0,2500,2500,2500,5565,4,0,0,5380,0
1203,28941,0,2500,2500,2500,2935,6,0,0,4692,0
1204,19085,0,2500,2500,2500,827,11,0,0,5244,0
1205,56480,0,32500,2500,2500,35841,31,500,1,5401,1
1206,8320,0,2500,2500,2500,0,0,0,0,5164,0
1207,13640,0,2500,2500,2500,1500,5,0,0,4923,0
1208,14739,0,2500,2500,2500,1800,4,800,3,5332,1
1209,30594,0,2500,2500,2500,3250,12,0,0,5017,0
1210,11162,0,2500,2500,2500,0,0,0,0,4950,0
1211,15964,0,2500,2500,2500,0,0,0,0,5325,0
1213,5583,0,2500,2500,2500,3147,14,0,0,5365,1
1214,38822,0,2500,2500,2500,2000,9,0,0,5304,0
1215,2305,0,2500,2500,2500,0,0,0,0,5105,0
1216,39372,0,2500,2500,2500,4296,10,0,0,5190,0
1217,25125,0,2500,2500,2500,1875,8,0,0,5147,1
1218,10288,0,2500,2500,2500,1250,3,0,0,5532,0
1219,135149,0,2500,2500,2500,15300,19,3800,17,5267,1
1220,4916,0,2500,2500,2500,900,3,800,2,5107,1
1221,163976,0,32500,2500,2500,39098,18,2594,4,4922,0
1222,207021,0,2500,2500,2500,3600,4,100,1,5412,0
1223,104442,0,32500,2500,2500,38180,23,1450,5,5029,0
1224,131992,0,17500,2500,2500,12504,16,0,0,5372,0
1225,2278,0,2500,2500,2500,0,0,0,0,5175,0
1226,34086,0,17500,2500,2500,19669,18,1500,3,5344,1
1227,8740,0,2500,2500,2500,1250,3,0,0,5395,0
1228,241918,0,32500,2500,2500,40945,13,0,0,5379,0
1229,26748,0,17500,2500,2500,11981,14,0,0,5408,1
1230,65969,0,2500,2500,2500,2550,5,1050,3,5419,0
1231,10009,0,2500,2500,2500,0,0,0,0,5353,0
1232,378759,0,2500,2500,2500,28904,9,2303,4,5408,1
1233,40965,10098,2500,2500,2500,9850,11,1850,6,5429,1
1234,57509,0,32500,2500,2500,52449,19,150,1,5441,1
1235,71503,0,2500,2500,2500,7819,17,0,0,5080,1
1236,110247,0,17500,2500,2500,13690,16,0,0,5272,0
1237,83572,745,50000,2500,2500,101110,27,1700,5,5231,1
1238,106234,5124,7500,2500,2500,11160,26,0,0,5238,0
1239,28205,0,50000,2500,2500,101685,16,0,0,5267,1
1240,7239,0,17500,2500,2500,15835,15,0,0,5343,1
1241,63638,0,2500,2500,2500,0,0,0,0,5155,0
1242,31967,0,2500,2500,2500,1600,4,350,2,5101,0
1243,97752,0,2500,2500,2500,3676,10,0,0,5309,0
1244,8327,0,2500,2500,2500,0,0,0,0,5268,0
1245,10179,0,7500,2500,2500,5321,15,0,0,4989,1
1246,23786,0,2500,2500,2500,16950,4,0,0,5364,0
1247,33020,0,2500,2500,2500,6155,25,1500,3,5322,0
1248,35316,0,2500,2500,2500,1250,4,500,1,5330,0
1249,146086,0,2500,2500,2500,6950,17,6950,17,5345,0
1250,15352,0,2500,2500,2500,1350,4,0,0,5359,0
1251,13522,0,2500,2500,2500,5000,1,0,0,5162,0
1252,13949,0,2500,2500,2500,0,0,0,0,5374,0
1253,99405,0,2500,2500,2500,14150,11,2150,9,5400,1
1254,50016,0,17500,2500,2500,13495,14,0,0,4548,0
1255,23696,0,7500,2500,2500,5577,10,0,0,5531,0
1256,55384,967,2500,2500,2500,0,0,0,0,5309,0
1257,166465,0,32500,2500,32500,98717,30,0,0,5531,0
1258,95207,0,17500,2500,2500,30652,30,2348,8,5531,1
1259,80431,0,2500,2500,2500,2150,2,150,1,5531,0
1260,49288,0,17500,2500,2500,12538,19,600,2,5353,1
1261,81291,0,7500,2500,2500,10522,14,1430,1,5154,0
1262,48877,0,7500,2500,2500,11761,35,371,2,5371,1
1263,164884,0,32500,2500,2500,35226,18,1734,2,5283,1
1264,29707,0,2500,2500,2500,300,3,0,0,5275,0
1265,26325,0,7500,2500,2500,14559,20,1310,2,5521,1
1266,28553,0,17500,2500,2500,13844,5,0,0,5517,0
1267,152421,0,17500,2500,2500,17045,20,500,1,5510,0
1268,17699,0,2500,2500,2500,0,0,0,0,5505,1
1269,70565,2408,2500,2500,2500,25261,15,750,2,5499,1
1270,15450,0,2500,2500,2500,50,1,50,1,5499,0
1271,71736,0,50000,2500,2500,53602,25,50,1,5485,1
1272,37926,0,17500,2500,2500,25153,7,0,0,5845,0
1273,58628,0,17500,2500,2500,22581,13,0,0,5471,0
1274,31007,0,2500,2500,2500,5700,6,1200,4,5465,1
1275,11494,0,2500,2500,2500,8425,15,4700,11,5487,1
1276,27469,0,2500,2500,2500,1,3,0,0,5461,0
1277,44760,0,2500,2500,2500,3105,6,100,2,5455,0
1278,7210,0,2500,2500,2500,2402,13,0,0,5449,1
1279,92402,0,32500,2500,2500,40825,14,0,0,5443,1
1280,22831,0,2500,2500,2500,4500,15,0,0,5442,1
1281,59113,0,32500,2500,2500,46808,32,0,0,5435,1
1282,24608,0,50000,2500,2500,62774,21,0,0,5430,1
1283,16103,0,2500,17500,2500,10819,13,0,0,5427,0
1284,51261,0,2500,2500,2500,2000,4,2000,4,4904,1
1285,24698,0,2500,2500,2500,1329,5,500,1,4267,0
1286,88177,0,50000,2500,2500,53468,19,400,1,5080,1
1287,74453,0,2500,2500,2500,5500,3,0,0,5181,0
1288,39601,0,2500,2500,2500,4066,12,0,0,5434,0
1289,1227,0,2500,2500,2500,0,0,0,0,5786,0
1290,138254,0,2500,2500,2500,24100,9,0,0,5420,1
1291,18046,0,2500,2500,2500,162,4,0,0,5416,1
1292,108395,0,7500,2500,2500,8598,8,0,0,5416,0
1293,21839,0,2500,2500,2500,1375,4,0,0,5411,0
1294,11542,0,32500,2500,2500,49100,16,1500,3,5405,1
1295,41648,0,32500,2500,2500,32117,35,2200,5,5408,1
1296,39908,0,32500,2500,2500,45824,29,0,0,5394,1
1297,14889,0,2500,2500,2500,1500,2,0,0,5393,0
1298,103796,0,50000,2500,2500,63335,26,250,1,5021,1
1299,69323,0,2500,2500,2500,5140,2,0,0,4786,0
1300,21599,0,7500,2500,2500,5561,13,0,0,5302,0
1301,60936,0,50000,2500,2500,56381,17,0,0,5051,1
1302,148053,0,2500,2500,2500,10250,2,250,1,5301,1
1303,10702,0,2500,2500,2500,200,2,200,2,5272,0
1304,249,0,2500,2500,2500,1000,1,0,0,5204,1
1305,36290,0,2500,2500,2500,8600,13,2600,9,5111,1
1306,157416,0,50000,2500,2500,67795,16,0,0,5132,0
1307,1511,0,2500,2500,2500,2250,11,0,0,5051,1
1308,184701,0,32500,2500,2500,45629,13,500,1,4989,0
1309,139298,0,2500,2500,2500,0,0,0,0,4965,0
1310,82380,0,2500,2500,2500,2601,13,0,0,5071,0
1311,115591,867,2500,2500,2500,9500,20,2500,16,4967,1
1312,107333,0,2500,2500,2500,4374,5,1874,4,5063,0
1313,737514,0,17500,2500,32500,43993,40,2150,7,5030,0
1314,23023,0,2500,2500,2500,0,0,0,0,5087,0
1315,43403,1846,2500,2500,2500,3350,12,3350,12,3930,1
1316,15719,0,7500,2500,2500,5740,13,0,0,4974,0
1317,128676,0,2500,2500,2500,8500,3,0,0,5164,0
1318,8836,0,2500,2500,2500,4788,6,808,3,4544,1
1319,94875,0,50000,2500,2500,58314,25,800,7,4736,1
1320,27243,0,7500,2500,2500,6785,12,0,0,4606,0
1321,64969,0,2500,2500,2500,1135,13,0,0,4996,0
1322,6112,0,2500,2500,2500,0,0,0,0,5072,0
1323,71784,0,32500,2500,2500,39276,20,0,0,4936,0
1324,31484,0,2500,2500,2500,3125,11,0,0,4117,0
1325,17995,0,2500,2500,2500,0,0,0,0,4994,0
1326,40994,0,32500,2500,2500,26916,15,500,1,5078,1
1327,286101,1000,50000,2500,2500,72965,31,3000,11,4666,1
1328,205219,0,32500,2500,2500,30347,19,0,0,4792,0
1329,74777,0,7500,2500,2500,20630,8,0,0,5384,1
1330,218191,0,17500,2500,2500,24630,17,0,0,5240,0
1331,22132,0,2500,2500,2500,0,0,0,0,5150,0
1332,83508,1514,2500,2500,2500,11268,13,2176,2,5069,1
1333,88122,0,17500,2500,2500,19408,13,0,0,5174,0
1334,152284,0,50000,2500,2500,77045,38,1648,10,4996,1
1335,4146,0,2500,2500,2500,3750,9,0,0,5210,1
1336,25272,0,2500,2500,2500,0,0,0,0,5189,0
1337,21855,0,2500,2500,2500,200,3,0,0,5383,0
1338,63454,0,32500,2500,2500,49068,13,0,0,5383,1
1339,24292,0,7500,2500,2500,6558,10,0,0,5276,1
1340,60168,0,32500,2500,2500,44133,16,0,0,4313,1
1341,9554,0,2500,2500,2500,2710,3,0,0,5064,1
1342,30130,0,7500,2500,2500,9192,15,0,0,4993,1
1343,12665,0,2500,2500,2500,4125,24,0,0,4539,0
1344,9860,0,2500,2500,2500,99,1,99,1,5055,0
1345,10069,0,2500,2500,2500,200,1,0,0,4933,0
1346,2224,0,2500,2500,2500,0,0,0,0,5098,0
1347,40576,0,2500,2500,2500,0,0,0,0,5118,0
1348,5667,0,2500,2500,2500,5667,4,0,0,4937,0
1349,59791,0,2500,2500,2500,3254,7,0,0,4602,0
1350,128664,8019,32500,2500,2500,44298,16,50,1,5155,1
1351,126947,0,2500,2500,2500,2350,2,350,1,5167,0
1352,189235,0,17500,2500,2500,20487,20,0,0,5282,0
1353,38604,0,2500,2500,2500,625,5,0,0,5184,0
1354,73008,0,17500,2500,2500,12930,18,0,0,5050,0
1355,62942,500,2500,2500,2500,4752,8,2121,6,5070,0
1356,33057,763,2500,2500,2500,5190,5,0,0,4828,0
1357,42572,0,17500,2500,2500,21809,14,100,1,5070,1
1358,38671,0,2500,2500,2500,2200,9,1000,5,5192,0
1359,5320,0,2500,2500,2500,2275,9,0,0,5084,0
1360,228529,0,7500,2500,2500,24687,14,500,1,4924,1
1361,46272,0,2500,2500,2500,5720,10,800,3,5092,1
1362,113758,0,17500,2500,2500,12616,14,0,0,5199,0
1363,105458,0,2500,2500,2500,750,4,700,2,4924,0
1364,39946,0,17500,2500,2500,16951,14,0,0,5282,1
1365,92859,0,32500,2500,2500,33378,15,0,0,5185,1
1366,25158,0,50000,2500,2500,52278,17,0,0,5079,1
1367,82270,0,7500,2500,2500,24612,6,0,0,5270,1
1368,97155,0,7500,2500,2500,10004,3,0,0,5244,0
1369,153197,0,7500,2500,2500,14712,17,100,1,5189,0
1370,55864,0,2500,2500,2500,3691,6,500,1,5251,1
1371,23890,0,32500,2500,2500,35574,19,0,0,5031,1
1372,46545,1000,2500,2500,2500,0,0,0,0,5066,0
1373,7354,0,2500,2500,2500,0,0,0,0,5050,0
1374,45031,0,2500,2500,2500,1000,1,0,0,5227,0
1375,16125,0,17500,2500,2500,23288,17,0,0,5210,1
1376,200,0,2500,2500,2500,200,1,200,1,5254,0
1377,195754,0,50000,2500,2500,98535,40,2550,9,5202,1
1378,54189,0,7500,2500,2500,8940,17,0,0,4791,0
1379,15439,0,2500,2500,2500,490,3,0,0,5147,0
1380,56308,0,2500,2500,2500,2500,3,1000,2,4688,0
1381,1000,0,2500,2500,2500,0,0,0,0,4769,0
1382,45412,0,2500,2500,2500,1100,3,1100,3,5163,0
1383,21582,0,17500,2500,2500,10811,15,0,0,4695,1
1384,16866,0,2500,2500,2500,0,0,0,0,5072,0
1385,86011,0,32500,2500,2500,31769,18,0,0,5381,1
1386,31786,0,2500,2500,2500,2661,10,0,0,5380,0
1387,16994,0,2500,2500,2500,1550,3,1050,2,5379,1
1388,5824,0,2500,2500,2500,0,0,0,0,5401,0
1389,17587,0,2500,2500,2500,17587,7,0,0,5367,0
1390,1000,0,2500,2500,2500,0,0,0,0,5367,0
1392,91670,0,32500,2500,2500,48193,17,1000,2,5365,1
1393,92800,0,50000,2500,2500,62042,23,350,1,5358,1
1394,31134,0,17500,2500,2500,20108,17,0,0,5352,0
1395,57002,0,2500,2500,2500,2570,13,0,0,5350,0
1396,66516,0,32500,2500,2500,45406,16,200,1,5311,0
1397,18154,0,2500,7500,2500,7748,16,0,0,5310,1
1398,320997,2556,50000,2500,2500,82255,24,0,0,5345,1
1399,14345,0,32500,2500,2500,50752,16,0,0,5487,1
1400,43603,0,2500,2500,2500,17100,4,100,1,5335,1
1401,1836,0,2500,2500,2500,850,4,350,3,5329,0
1402,156041,0,7500,2500,2500,5644,13,0,0,5324,1
1403,49145,0,2500,7500,2500,12755,22,2450,7,5323,0
1404,11648,0,2500,2500,2500,475,4,0,0,5318,0
1405,14525,0,2500,2500,2500,4625,28,0,0,5317,0
1406,10689,0,2500,2500,2500,2750,15,0,0,5315,0
1407,37552,0,2500,2500,2500,100,1,0,0,5340,0
1408,210350,0,50000,2500,2500,56754,14,0,0,5302,0
1409,26156,0,17500,2500,2500,23831,16,0,0,5297,1
1410,32061,0,2500,2500,2500,1100,6,0,0,5295,0
1411,355145,0,50000,2500,2500,61926,29,806,8,5288,0
1412,6000,0,2500,2500,2500,0,0,0,0,5286,0
1413,30892,0,17500,2500,2500,11474,11,0,0,5283,0
1414,29263,0,17500,2500,2500,15184,13,0,0,5279,0
1415,221432,0,32500,2500,2500,31975,21,0,0,5275,0
1416,43761,0,2500,2500,2500,5398,16,0,0,5268,0
1417,21393,0,2500,2500,2500,5040,2,0,0,5262,0
1418,108950,0,2500,2500,2500,3300,9,3300,9,5259,1
1419,25089,0,32500,2500,2500,40763,19,550,2,5259,1
1420,77709,0,32500,2500,2500,36028,19,100,2,5253,1
1421,22533,1000,32500,2500,2500,22206,17,100,1,5248,1
1422,25302,0,17500,2500,2500,11312,13,0,0,5245,0
1423,11908,0,2500,2500,2500,0,0,0,0,5240,0
1424,176982,0,2500,2500,2500,2299,9,0,0,5234,0
1425,8723,0,50000,2500,2500,77923,15,0,0,5231,1
1426,9071,0,2500,2500,2500,1647,9,0,0,5225,0
1427,144848,0,32500,2500,2500,37056,15,0,0,5219,0
1428,130364,0,50000,2500,2500,62083,15,250,1,5213,1
1429,15592,4924,32500,2500,2500,37173,13,0,0,5209,1
1430,25404,0,2500,2500,2500,2125,7,500,1,5203,0
1431,34584,0,2500,2500,2500,6962,21,1500,7,5202,1
1432,32313,0,32500,2500,2500,29188,27,0,0,5397,1
1433,168897,0,32500,2500,2500,37451,24,400,2,5189,0
1434,68891,1697,32500,2500,2500,37257,14,500,1,5178,1
1435,18068,0,2500,2500,2500,0,0,0,0,5174,0
1436,137134,0,50000,2500,2500,92740,20,0,0,5170,0
1437,26561,0,2500,2500,2500,100,1,0,0,4926,1
1438,22093,0,17500,2500,2500,14857,11,200,1,2587,0
1439,58538,1739,32500,2500,2500,48670,19,500,2,4352,1
1440,29667,0,2500,2500,2500,5304,19,0,0,4841,0
1441,88093,0,17500,2500,2500,15518,13,343,1,4660,0
1442,472241,500,2500,2500,2500,3600,12,3500,11,5045,1
1443,62569,0,32500,2500,2500,33765,19,50,1,4888,1
1444,20982,0,32500,2500,2500,44238,18,0,0,4716,1
1445,44665,0,2500,2500,2500,333,2,333,2,3601,0
1446,22639,0,2500,2500,2500,1840,4,0,0,5168,0
1447,120152,0,2500,2500,2500,6250,27,3750,26,4497,1
1448,51402,0,2500,2500,2500,4375,14,0,0,4978,0
1449,32749,0,2500,2500,2500,450,3,450,3,5050,1
1450,170309,0,50000,2500,2500,66546,20,4130,4,5009,1
1451,18924,0,2500,2500,2500,4000,18,0,0,5168,0
1452,61919,0,32500,2500,2500,39163,14,350,1,5157,1
1453,193547,0,2500,2500,2500,3544,12,0,0,5153,0
1454,57927,0,2500,2500,2500,1500,3,1500,3,5149,1
1455,161321,0,50000,2500,2500,59645,21,0,0,5147,0
1456,66936,2370,2500,2500,2500,3450,5,950,4,5147,0
1457,72178,0,2500,2500,2500,2100,10,0,0,5139,1
1458,33964,0,2500,2500,2500,300,3,0,0,5128,0
1459,94272,0,17500,2500,2500,11098,16,0,0,5121,0
1460,53360,0,2500,2500,2500,7251,5,6251,4,5120,1
1461,3578,0,2500,2500,2500,0,0,0,0,5114,0
1462,29342,0,7500,2500,2500,5835,4,0,0,5153,0
1463,28228,0,17500,2500,2500,12948,13,300,1,5108,1
1464,118601,0,50000,2500,2500,51240,19,0,0,5105,0
1465,24660,0,7500,2500,2500,7206,14,0,0,5136,1
1466,147822,0,32500,2500,2500,42469,18,0,0,5107,1
1467,190208,0,32500,2500,2500,37122,38,1800,6,5091,0
1468,2625,0,2500,2500,2500,125,1,0,0,5087,0
1469,49438,0,32500,2500,2500,33912,14,0,0,5085,1
1470,24930,0,17500,2500,2500,13060,9,0,0,5084,0
1471,89835,0,7500,2500,2500,9058,11,0,0,5080,0
1472,46734,0,7500,2500,2500,10007,18,0,0,5080,0
1473,315273,0,2500,2500,2500,12584,9,4084,4,5079,1
1474,50,0,2500,2500,2500,50,1,50,1,5073,0
1475,97416,0,50000,2500,2500,63679,29,0,0,5093,0
1476,127768,0,50000,2500,2500,65264,21,250,1,5064,1
